Make,Model,Variant, Ex-Showroom_Price ,Emission_Norm,Fuel_Type,Body_Type,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,Kerb_Weight,Ground_Clearance,Front_Suspension,Rear_Suspension,Power,Torque,Basic_Warranty,Child_Safety_Locks,Extended_Warranty,Minimum_Turning_Radius,Voice_Recognition,ABS_(Anti-lock_Braking_System),Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Parking_Assistance,USB_Compatibility,EBA_(Electronic_Brake_Assist),Navigation_System,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Cruise_Control
Honda,Civic,1.6 Zx Mt," Rs. 22,34,900 ",BS 6,Diesel,Sedan,,,26.8 km/litre,1353 kg,,"McPherson, Coil Spring with Torsion Bar","Multilink, Coil Spring",120PS@4000RPM,300NM@2000rpm,,Yes,,,,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Curtain airbags",Yes,Yes,Yes,8,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,,Yes,Yes,Yes
Mg,Zs Ev,Excite," Rs. 20,88,000 ",BS 6,Electric,SUV,,,,,,MacPherson Strut,Torsion Beam,142.76PS@3500rpm,353Nm@5000rpm,,Yes,,,Yes,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,6,,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Mg,Zs Ev,Exclusive," Rs. 23,58,000 ",BS 6,Electric,SUV,,,,,,MacPherson Strut,Torsion Beam,142.76PS@3500rpm,353Nm@5000rpm,,Yes,,,Yes,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,6,,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Kia,Carnival,Premium 7 Str," Rs. 24,95,000 ",BS 6,Diesel,MUV,,,,,,Macpherson strut with Coil Spring,Multi link,200PS@3800rpm,440Nm@1750-2750rpm,3 Years Warranty,Yes,,,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2,,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Kia,Carnival,Premium 8 Str," Rs. 25,15,000 ",BS 6,Diesel,MUV,,,,,,Macpherson strut with Coil Spring,Multi link,200PS@3800rpm,440Nm@1750-2750rpm,3 Years Warranty,Yes,,,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2,,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Kia,Carnival,Prestige 7 Str," Rs. 28,95,000 ",BS 6,Diesel,MUV,,,,,,Macpherson strut with Coil Spring,Multi link,200PS@3800rpm,440Nm@1750-2750rpm,3 Years Warranty,Yes,,,Yes,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,6,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Kia,Carnival,Prestige 9 (6+3) Str," Rs. 29,95,000 ",BS 6,Diesel,MUV,,,,,,Macpherson strut with Coil Spring,Multi link,200PS@3800rpm,440Nm@1750-2750rpm,3 Years Warranty,Yes,,,Yes,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,6,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Kia,Carnival,Limousine 7 Str," Rs. 33,95,000 ",BS 6,Diesel,MUV,,,,,,Macpherson strut with Coil Spring,Multi link,200PS@3800rpm,440Nm@1750-2750rpm,3 Years Warranty,Yes,,,Yes,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,6,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Skoda,Superb,Style 1.8 Tsi Mt," Rs. 25,99,599 ",BS IV,Petrol,Sedan,10.6 km/litre,14.12 km/litre,14.12 km/litre,1449 kg,164 mm,McPherson suspension with lower triangular links and torsion stabilizer,"Multi-element axle, with one longitudinal and three transverse links, with torsion stabiliser",180PS@6200RPM,320Nm@1450-3900rpm,,Yes,,11.1 meter,,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,8,,Front and rear sensors with camera,Yes,Yes,Yes,,Yes,Yes,Yes
Skoda,Superb,Style 1.8 Tsi At," Rs. 27,79,599 ",BS IV,Petrol,Sedan,10.1 km/litre,14.67 km/litre,14.67 km/litre,1540 kg,164 mm,McPherson suspension with lower triangular links and torsion stabilizer,"Multi-element axle, with one longitudinal and three transverse links, with torsion stabiliser",180PS@6200RPM,250NM@1250-5000rpm,,Yes,,11.7 meter,,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,8,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Skoda,Superb,L & K 1.8 Tsi At," Rs. 30,99,599 ",BS IV,Petrol,Sedan,"11,3 km/litre",13.7 km/litre,13.7 km/litre,1540 kg,164 mm,McPherson suspension with lower triangular links and torsion stabiliser,"multi-element axle, with one longitudinal and transverse links, with torsion stabiliser",180PS@6200RPM,250NM@1250-5000rpm,3 years / Unlimited Kms,Yes,2 years /100000 Kms (years/distance whichever comes first),5.4 meter,,Yes,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,8,11.1,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Skoda,Superb,L & K 2.0 Tdi At," Rs. 33,49,599 ",BS IV,Diesel,Sedan,15.1 km/litre,18.19 km/litre,18.19 km/litre,1565 kg,149 mm,McPherson suspension with lower triangular links and torsion stabilizer,"Multi-element axle, with one longitudinal and three transverse links, with torsion stabiliser",177PS@4000RPM,350Nm@1500-3500rpm,,Yes,,11.1 meter,,Yes,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,8,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Skoda,Superb,Style 2.0 Tdi At," Rs. 30,29,599 ",BS IV,Diesel,Sedan,15.1 km/litre,18.19 km/litre,18.19 km/litre,1565 kg,149 mm,McPherson suspension with lower triangular links and torsion stabilizer,"Multi-element axle, with one longitudinal and three transverse links, with torsion stabiliser",177PS@4000RPM,350Nm@1500-3500rpm,3 years / Unlimited Kms,Yes,2 years /100000 Kms (years/distance whichever comes first),11.1 meter,,Yes,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags, Rear passenger side airbags",Yes,Yes,Yes,8,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Skoda,Superb,Corporate Edition 1.8 Tsi At," Rs. 25,99,599 ",BS IV,Petrol,Sedan,10.1 km/litre,14.67 km/litre,14.67 km/litre,1540 kg,164 mm,McPherson suspension with lower triangular links and torsion stabilizer,"Multi-element axle, with one longitudinal and three transverse links, with torsion stabiliser",180PS@6200RPM,250NM@1250-5000rpm,,Yes,,11.7 meter,,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,8,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Skoda,Superb,Corporate Edition 2.0 Tdi At," Rs. 28,49,599 ",BS IV,Diesel,Sedan,15.1 km/litre,18.19 km/litre,18.19 km/litre,1565 kg,149 mm,McPherson suspension with lower triangular links and torsion stabilizer,"Multi-element axle, with one longitudinal and three transverse links, with torsion stabiliser",177PS@4000RPM,350Nm@1500-3500rpm,3 years / Unlimited Kms,Yes,2 years /100000 Kms (years/distance whichever comes first),11.1 meter,,Yes,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags, Rear passenger side airbags",Yes,Yes,Yes,8,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Volvo,V40,Kinetic," Rs. 27,69,000 ",BS IV,Diesel,Hatchback,"16,8 km/litre",,16.81 km/litre,1500 kg,133 mm,"MacPherson Strut, Coil Spring",Independent suspension with McPherson Struts,150PS@150rpm,350Nm@1500-2750rpm,,Yes,,10.8 meter,,Yes,"Driver frontal airbag, Drive side airbag, Front passenger frontal airbag, Front passenger curtain airbag, Front passenger side airbag, Driver curtain airbag, Rear passenger curtain airbags",Yes,Yes,,7,,Rear sensors,,Yes,Yes,Yes,Yes,,
Volvo,V40,R Design," Rs. 31,91,000 ",BS IV,Diesel,Hatchback,"16,8 km/litre",,16.81 km/litre,1500 kg,133 mm,"MacPherson Strut, Coil Spring",Independent suspension with McPherson Struts,150PS@3500rpm,350Nm@1500-2750rpm,,Yes,,10.8 meter,,Yes,"Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Driver head airbag",Yes,Yes,Yes,7,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Toyota,Fortuner,2.8 4X2 At," Rs. 32,05,000 ",BS IV,Diesel,SUV,12.55 km/litre,12.9 km/litre,12.9 km/litre,1970 kg,220 mm,Double wishbone,4-Link with Coil Spring,177PS@3400rpm,450Nm@1600-2400rpm,3 years /100000 Kms (years/distance whichever comes first),Yes,,5.8 meter,,Yes,"Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Drive side airbag, Curtain airbags, Driver frontal airbag",Yes,Yes,,7,15.6:1,Rear sensors with camera,Yes,Yes,Yes,Yes,,,Yes
Toyota,Fortuner,2.8 4X2 Mt," Rs. 30,19,000 ",BS IV,Diesel,SUV,"12,55 km/litre",14.24 km/litre,14.24 km/litre,1970 kg,220 mm,Double wishbone,4-Link with Coil Spring,177PS@3400rpm,420Nm@1600-2400rpm,3 years /100000 Kms (years/distance whichever comes first),Yes,,5.8 meter,,Yes,"Front passenger side airbag, Rear passenger side airbags, Curtain airbags, Driver frontal airbag, Drive side airbag, Front passenger frontal airbag",Yes,Yes,,7,15.6:1,Rear sensors with camera,Yes,,Yes,Yes,,,
Toyota,Fortuner,2.8 4X4 Mt," Rs. 32,16,000 ",BS IV,Diesel,SUV,"12,55 km/litre",14.24 km/litre,14.24 km/litre,,,Double wishbone,4-Link with Coil Spring,177PS@3400rpm,420Nm@1600-2400rpm,3 years /100000 Kms (years/distance whichever comes first),Yes,,5.8 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",Yes,Yes,,7,,Rear sensors with camera,Yes,Yes,Yes,Yes,,,
Toyota,Fortuner,2.8 4X4 At," Rs. 33,95,000 ",BS IV,Diesel,SUV,"12,55 km/litre",12.9 km/litre,12.9 km/litre,,,Double wishbone,4-Link with Coil Spring,177PS@3400rpm,450Nm@1600-2400rpm,3 years /100000 Kms (years/distance whichever comes first),Yes,,5.8 meter,,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Rear passenger side airbags, Drive side airbag",Yes,Yes,,7,,Rear sensors with camera,Yes,Yes,Yes,Yes,,,Yes
Toyota,Fortuner,2.7 4X2 At," Rs. 29,77,000 ",BS IV,Petrol,SUV,7.8 km/litre,10.26 km/litre,10.26 km/litre,,,Double wishbone,4-Link with Coil Spring,166PS@5200rpm,245Nm@4000rpm,3 years /100000 Kms (years/distance whichever comes first),Yes,,5.8 meter,,Yes,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,,7,,Rear sensors with camera,Yes,Yes,Yes,Yes,,,Yes
Toyota,Fortuner,2.7 4X2 Mt," Rs. 28,18,000 ",BS IV,Petrol,SUV,7.8 km/litre,10.01 km/litre,10.01 km/litre,,,Double wishbone,4-Link with Coil Spring,166PS@5200rpm,245Nm@4000rpm,3 years /100000 Kms (years/distance whichever comes first),Yes,,5.6 meter,,Yes,"Driver frontal airbag, Drive side airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",Yes,Yes,,7,,Rear sensors with camera,Yes,,Yes,Yes,,,
Toyota,Fortuner,Trd Celebratory Edition," Rs. 34,20,000 ",BS IV,Diesel,SUV,12.55 km/litre,12.9 km/litre,12.9 km/litre,1970 kg,220 mm,Double wishbone,4-Link with Coil Spring,177PS@3400rpm,450Nm@1600-2400rpm,3 years /100000 Kms (years/distance whichever comes first),Yes,,5.8 meter,,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Drive side airbag",Yes,Yes,Yes,7,,"Rear sensors, Rear sensors with camera",Yes,Yes,Yes,Yes,Yes,,Yes
Ford,Endeavour,3.2L 4X4 At Titanium Plus," Rs. 34,70,000 ",BS IV,Diesel,SUV,7.7 km/litre,10.91 km/litre,10.91 km/litre,2394 kg,225 mm,Independent coil spring with anti-roll bar,"Coil Spring, Watt Linkage Type with Anti-roll Bar",200PS@3000rpm,470Nm@1750-2500rpm,,Yes,,6.2 meter,,Yes,"Drive side airbag, Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag",Yes,Yes,Yes,7,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Ford,Endeavour,2.2L 4X2 At Titanium Plus," Rs. 32,33,000 ",BS IV,Diesel,SUV,9.3 km/litre,12.62 km/litre,12.62 km/litre,2238 kg,225 mm,Independent coil spring with anti-roll bar,"Coil Spring, Watt Linkage Type with Anti-roll Bar",160PS@3200rpm,385Nm@1600-2500rpm,"2 Years / 100,000 Kms (whichever comes first)",Yes,3 Years /100000 Kms (Whichever comes earlier),6.2 meter,,Yes,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags",Yes,Yes,Yes,7,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Ford,Endeavour,2.2L 4X2 Mt Titanium," Rs. 29,20,000 ",BS IV,Diesel,SUV,9.3 km/litre,12.62 km/litre,12.62 km/litre,2238 kg,225 mm,Independent coil spring with anti-roll bar,"Coil Spring, Watt Linkage Type with Anti-roll Bar",160PS@3200rpm,385Nm@1600-2500rpm,"2 Years / 100,000 Kms (whichever comes first)",Yes,3 Years /100000 Kms (Whichever comes earlier),6.2 meter,,Yes,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags",Yes,Yes,Yes,6,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Mini,Cooper 3 Door,Cooper D," Rs. 29,90,000 ",BS IV,Diesel,Hatchback,,,21.15 km/litre,1245 kg,,single joint spring-strut front axle,multiple control-arm rear axle,116PS@4000rpm,270Nm@1750-2250rpm,2 years / Unlimited Kms,Yes,,,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2,16.5:1,Rear sensors with camera,,,,Yes,,,
Mini,Cooper 3 Door,Cooper S," Rs. 34,20,000 ",BS IV,Petrol,Hatchback,,,15.75 km/litre,1250 kg,,single joint spring-strut front axle,multiple control-arm rear axle,192PS@5000-6000rpm,280NM@1250-4600rpm,2 years / Unlimited Kms,Yes,,,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2,11:01,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,
Skoda,Kodiaq Scout,2.0 Tdi At," Rs. 33,99,000 ",BS 6,Diesel,SUV,,,16.25 km/litre,1799 kg,188 mm,McPherson suspension with lower triangular links and torsion stabiliser,"Multi-element axle, with one longitudinal and three transverse links, with torsion stabiliser",148 bhp @ 3500 rpm,340 Nm @ 1750 rpm,,Yes,,6.1 meter,Yes,Yes,"Drive side airbag, Front passenger knee airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver knee airbag, Driver head airbag, Front passenger head airbag",Yes,Yes,Yes,9,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,,Yes,Yes
Bmw,X1,Sdrive20D Expedition," Rs. 35,20,000 ",BS IV,Diesel,"Crossover, SUV",18 km/litre,20.68 km/litre,20.68 km/litre,,165 mm,Double joint strut front axle,multi-arm rear axle,190hp@4000rpm,400Nm@1750-2500rpm,2 years / Unlimited Kms,Yes,,5.8 meter,,Yes,"Front passenger head airbag, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver head airbag",Yes,Yes,Yes,6,16.5,Front and rear sensors with camera,Yes,Yes,,Yes,Yes,Yes,Yes
Bmw,X1,Sdrive20D Xline," Rs. 39,30,000 ",BS IV,Diesel,"SUV, Crossover",18 km/litre,20.68 km/litre,20.68 km/litre,,165 mm,Double joint strut front axle,multi-arm rear axle,190PS@4000rpm,400Nm@1750-2500rpm,2 years / Unlimited Kms,Yes,,5.8 meter,,Yes,"Driver head airbag, Front passenger head airbag, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,6,16.5:1,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Bmw,X1,Xdrive20D M Sport," Rs. 45,70,000 ",BS IV,Diesel,"SUV, Crossover",18 km/litre,20.68 km/litre,20.68 km/litre,,165 mm,Double joint strut front axle,multi-arm rear axle,190PS@4000rpm,400Nm@1750-2500rpm,2 years / Unlimited Kms,Yes,,5.8 meter,,Yes,"Driver head airbag, Front passenger head airbag, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,6,16.5:1,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Bmw,X1,Sdrive20D M Sport," Rs. 42,40,000 ",BS IV,Diesel,SUV,,,17.05 km/litre,1670 kg,179 mm,MacPherson Strut,Multi-link coil spring,187bhp@4000rpm,400Nm@1750-2500rpm,2 years / Unlimited Kms,Yes,,4.9 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver head airbag, Front passenger head airbag, Drive side airbag",Yes,Yes,Yes,6,,Rear sensors,Yes,Yes,Yes,Yes,Yes,Yes,
Bmw,X1,Sdrive20I Xline," Rs. 38,30,000 ",BS 6,Petrol,"Crossover, SUV",15.71 km/litre,,16.3 km/litre,,165 mm,Double joint strut front axle,multi-arm rear axle,192hp@5000rpm,280Nm@1350-4600rpm,2 years / Unlimited Kms,Yes,,,,Yes,"Driver head airbag, Front passenger head airbag, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,6,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Volvo,S60,Polestar," Rs. 56,02,000 ",BS IV,Petrol,Sedan,13.2 km/litre,18.5 km/litre,,1661 kg,136 mm,MacPherson Strut,Multi - link,372Ps@5700rpm,470Nm@2100-4800rpm,,Yes,,5.65 meter,,Yes,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,,,6,,Front & rear sensors with 360 degree view,Yes,Yes,,Yes,,Yes,Yes
Volvo,S60,Momentum," Rs. 38,50,500 ",BS IV,Diesel,Sedan,,,21.7 km/litre,1665 kg,136 mm,"MacPherson Strut, Coil Spring",Independent suspension with McPherson Struts,181 bhp @ 4250 rpm,400 Nm @ 1750 RPM,,Yes,,5.7 meter,,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,,6,16.5:1,Front and rear sensors with camera,Yes,Yes,Yes,Yes,,Yes,Yes
Bmw,3-Series,320D Sport," Rs. 41,40,000 ",BS 6,Diesel,Sedan,,,19.62 km/litre,1590 kg,157 mm,,,190PS@400RPM,400NM@1750rpm,,Yes,,,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",Yes,Yes,Yes,6,,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Bmw,3-Series,320D Luxury Line," Rs. 46,90,000 ",BS 6,Diesel,Sedan,,,19.62 km/litre,1590 kg,157 mm,,,190PS@400RPM,400NM@1750rpm,,Yes,,,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",Yes,Yes,Yes,6,,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Bmw,3-Series,330I M Sport," Rs. 47,90,000 ",BS 6,Petrol,Sedan,,,16.13 km/litre,1595 kg,157 mm,Dual Link Strut,Five Arm Multi Link Suspension,258PS@500RPM,400NM@1550rpm,,Yes,,,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",Yes,Yes,Yes,6,,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Volvo,S60 Cross Country,D4," Rs. 44,26,500 ",BS IV,Diesel,"Sedan, Crossover",15.6 km/litre,19.6 km/litre,19.6 km/litre,1776 kg,201 mm,"MacPherson Strut, Coil Spring",Independent suspension with McPherson Struts,190PS@4000rpm,420Nm@1500-3000rpm,,Yes,,,,Yes,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,6,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Audi,Q5,35 Tdi Premium Plus," Rs. 50,21,200 ",BS IV,Diesel,SUV,12 km/litre,,16.9 km/litre,1585 kg,170 mm,"Mac Pherson type with coil spring, stabiliser bar and double acting shock absorber","Double wishbones, two-way adjustable VPS gas-hydraulic shock absorbers, pushrod operated",190PS@3800-4000rpm,400Nm@1750-2500rpm,2 years / Unlimited Kms,Yes,3rd/4th year( regardless of its mileage),5.9 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags, Drive side airbag",Yes,Yes,Yes,8,,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Audi,Q5,35 Tdi Technology," Rs. 56,21,200 ",BS IV,Diesel,SUV,12 km/litre,,15.73 km/litre,1585 kg,170 mm,"Mac Pherson type with coil spring, stabiliser bar and double acting shock absorber","Double wishbones, two-way adjustable VPS gas-hydraulic shock absorbers, pushrod operated",190PS@3800-4000rpm,400Nm@1750-2500rpm,2 years / Unlimited Kms,Yes,3rd/4th year( regardless of its mileage),5.9 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags, Drive side airbag",Yes,Yes,Yes,8,,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Audi,Q5,45 Tfsi Premium Plus," Rs. 50,21,200 ",BS IV,Petrol,SUV,,,12.44 km/litre,1955 kg,200 mm,5 link independent steel spring,Trapezoidal link independent steel spring,248 bhp @ 5000-6000 rpm,370 Nm @ 1600-4500 rpm,2 years / Unlimited Kms,Yes,3rd/4th year( regardless of its mileage),,,Yes,"Rear passenger side airbags, Driver head airbag, Drive side airbag, Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,8,16.5,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Audi,Q5,45 Tfsi Technology," Rs. 56,21,200 ",BS IV,Petrol,SUV,,,12.44 km/litre,1955 kg,200 mm,5 link independent steel spring,Trapezoidal link independent steel spring,248 bhp @ 5000-6000 rpm,370 Nm @ 1600-4500 rpm,2 years / Unlimited Kms,Yes,3rd/4th year( regardless of its mileage),,,Yes,"Rear passenger side airbags, Driver head airbag, Drive side airbag, Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,8,16.5,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Land Rover Rover,Range Evoque,S," Rs. 54,94,000 ",BS 6,Diesel,SUV,,,15.6 km/litre,1915 kg,210 mm,MacPherson Strut,Multi - link,179PS@4000rpm,430NM@1750-2500rpm,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"12/24 months /2,00,000 Kms (Whichever comes earlier)",5.65 meter,Yes,Yes,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,6,15.5,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Land Rover Rover,Range Evoque,Se R-Dynamic," Rs. 59,85,000 ",BS 6,Diesel,SUV,,,15.6 km/litre,1915 kg,210 mm,MacPherson Strut,Multi - link,179PS@4000rpm,430NM@1750-2500rpm,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"12/24 months /2,00,000 Kms (Whichever comes earlier)",5.65 meter,Yes,Yes,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,6,15.5,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Land Rover Rover,Range Evoque,S Petrol," Rs. 54,94,000 ",BS 6,Petrol,SUV,,,,1929 kg,210 mm,MacPherson Strut,Multi - link,245PS@5500rpm,365Nm@1500-4500rpm,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"12/24 months /2,00,000 Kms (Whichever comes earlier)",5.65 meter,Yes,Yes,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,6,15.5,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Land Rover Rover,Range Evoque,Se R-Dynamic Petrol," Rs. 59,85,000 ",BS 6,Petrol,SUV,,,,1929 kg,210 mm,MacPherson Strut,Multi - link,245PS@5500rpm,365Nm@1500-4500rpm,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"12/24 months /2,00,000 Kms (Whichever comes earlier)",5.65 meter,Yes,Yes,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,6,15.5,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,Mercedes-Benz E-Class,E200," Rs. 58,61,062 ",BS IV,Petrol,Sedan,8.5 km/litre,12 km/litre,12 km/litre,,,"4-link air suspension, anti-dive, automatic level control & stabilizer","Multi-link, anti-dive, anti-lift, automatic level control & stabilizer",184PS@5500rpm,300Nm@1200-4000rpm,3 years / Unlimited Kms,Yes,4th year /with (absolutely no mileage restriction),,,Yes,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Curtain airbags",Yes,Yes,Yes,7,,Front and rear sensors with camera,Yes,Yes,Yes,,,Yes,Yes
